document,conversation_number,annotator,request,outcome,nominal_request,nominal_outcome,conversation_length,"('Attitude, tone, or mood > expressNegativity > beingLost', 'Helper')","('Attitude, tone, or mood > expressNegativity > beingLost', 'Learner')","('Attitude, tone, or mood > expressNegativity > frustration', 'Helper')","('Attitude, tone, or mood > expressNegativity > frustration', 'Learner')","('Attitude, tone, or mood > expressNegativity > selfTalk', 'Helper')","('Attitude, tone, or mood > expressNegativity > selfTalk', 'Learner')","('Attitude, tone, or mood > expressPositivity > apology', 'Helper')","('Attitude, tone, or mood > expressPositivity > apology', 'Learner')","('Attitude, tone, or mood > expressPositivity > beingWrong', 'Helper')","('Attitude, tone, or mood > expressPositivity > beingWrong', 'Learner')","('Attitude, tone, or mood > expressPositivity > expressSatisfactionOrGratitude', 'Helper')","('Attitude, tone, or mood > expressPositivity > expressSatisfactionOrGratitude', 'Learner')","('Attitude, tone, or mood > expressPositivity > expressSupportingWords', 'Helper')","('Attitude, tone, or mood > expressPositivity > expressSupportingWords', 'Learner')","('Attitude, tone, or mood > expressPositivity > greeting', 'Helper')","('Attitude, tone, or mood > expressPositivity > greeting', 'Learner')","('Attitude, tone, or mood > expressTeachingPhilosophy', 'Helper')","('Attitude, tone, or mood > expressTeachingPhilosophy', 'Learner')","('Big picture of an interaction > request > bugFix', 'Helper')","('Big picture of an interaction > request > bugFix', 'Learner')","('Big picture of an interaction > request > codeComprehension', 'Helper')","('Big picture of an interaction > request > codeComprehension', 'Learner')","('Big picture of an interaction > request > codeImprove', 'Helper')","('Big picture of an interaction > request > codeImprove', 'Learner')","('Big picture of an interaction > request > codeWrite', 'Helper')","('Big picture of an interaction > request > codeWrite', 'Learner')","('Big picture of an interaction > resolveRequest', 'Helper')","('Big picture of an interaction > resolveRequest', 'Learner')","('Explanations and help > communicationMechanism > explain', 'Helper')","('Explanations and help > communicationMechanism > explain', 'Learner')","('Explanations and help > communicationMechanism > guideInteractively', 'Helper')","('Explanations and help > communicationMechanism > guideInteractively', 'Learner')","('Explanations and help > communicationMechanism > implement', 'Helper')","('Explanations and help > communicationMechanism > implement', 'Learner')","('Explanations and help > communicationMechanism > negativeConfirmation', 'Helper')","('Explanations and help > communicationMechanism > negativeConfirmation', 'Learner')","('Explanations and help > communicationMechanism > positiveConfirmation', 'Helper')","('Explanations and help > communicationMechanism > positiveConfirmation', 'Learner')","('Explanations and help > communicationMechanism > state', 'Helper')","('Explanations and help > communicationMechanism > state', 'Learner')","('Explanations and help > communicationMechanism > suggest', 'Helper')","('Explanations and help > communicationMechanism > suggest', 'Learner')","('Explanations and help > communicationMechanism > teachWithExtensions', 'Helper')","('Explanations and help > communicationMechanism > teachWithExtensions', 'Learner')","('Explanations and help > confidenceLevel > phrasedAsCertain', 'Helper')","('Explanations and help > confidenceLevel > phrasedAsCertain', 'Learner')","('Explanations and help > confidenceLevel > phrasedAsUnsure', 'Helper')","('Explanations and help > confidenceLevel > phrasedAsUnsure', 'Learner')","('General message attributes > contentDomain > bug', 'Helper')","('General message attributes > contentDomain > bug', 'Learner')","('General message attributes > contentDomain > codeOpinion', 'Helper')","('General message attributes > contentDomain > codeOpinion', 'Learner')","('General message attributes > contentDomain > codeSpecifications', 'Helper')","('General message attributes > contentDomain > codeSpecifications', 'Learner')","('General message attributes > contentDomain > codingConcept', 'Helper')","('General message attributes > contentDomain > codingConcept', 'Learner')","('General message attributes > contentDomain > codingExperience', 'Helper')","('General message attributes > contentDomain > codingExperience', 'Learner')","('General message attributes > contentDomain > developmentStrategy', 'Helper')","('General message attributes > contentDomain > developmentStrategy', 'Learner')","('General message attributes > contentDomain > errorLocation', 'Helper')","('General message attributes > contentDomain > errorLocation', 'Learner')","('General message attributes > contentDomain > errorMsg', 'Helper')","('General message attributes > contentDomain > errorMsg', 'Learner')","('General message attributes > contentDomain > learningResources', 'Helper')","('General message attributes > contentDomain > learningResources', 'Learner')","('General message attributes > contentDomain > originalCode', 'Helper')","('General message attributes > contentDomain > originalCode', 'Learner')","('General message attributes > contentDomain > personalInfo', 'Helper')","('General message attributes > contentDomain > personalInfo', 'Learner')","('General message attributes > contentDomain > platformRelated', 'Helper')","('General message attributes > contentDomain > platformRelated', 'Learner')","('General message attributes > contentDomain > proposedNewCode', 'Helper')","('General message attributes > contentDomain > proposedNewCode', 'Learner')","('General message attributes > contentDomain > testCases', 'Helper')","('General message attributes > contentDomain > testCases', 'Learner')","('Questions > question > checkForFollowing', 'Helper')","('Questions > question > checkForFollowing', 'Learner')","('Questions > question > checkIfCorrect', 'Helper')","('Questions > question > checkIfCorrect', 'Learner')","('Questions > question > content', 'Helper')","('Questions > question > content', 'Learner')","('Questions > question > guiding', 'Helper')","('Questions > question > guiding', 'Learner')","('Questions > question > personal', 'Helper')","('Questions > question > personal', 'Learner')","('Questions > specificity > detailed', 'Helper')","('Questions > specificity > detailed', 'Learner')","('Questions > specificity > vague', 'Helper')","('Questions > specificity > vague', 'Learner')"
0adN1R9gJN.txt,0,Annotator_1,bugFix,F,bugFix,F,266,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10,0,1,0,3,0,1,1,3,5,18,16,2,0,1,0,32,12,3,3,12,7,0,0,4,5,1,0,2,3,4,2,1,0,3,0,2,0,1,0,1,1,1,2,18,14,1,1,2,1,1,7,3,4,4,0,2,0,16,8,11,4
0adN1R9gJN.txt,0,Annotator_0,bugFix,F,bugFix,F,275,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10,0,3,0,1,0,1,1,4,5,16,16,1,0,1,0,31,19,3,2,12,9,0,0,4,5,1,0,2,2,4,2,1,0,3,0,2,0,1,0,1,1,1,2,16,13,1,1,1,1,2,7,4,5,3,0,2,0,18,8,10,10
0adN1R9gJN.txt,0,Annotator_2,bugFix,F,bugFix,F,274,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9,0,3,0,3,0,1,1,4,6,17,15,1,0,1,0,36,19,3,3,11,9,1,0,4,4,1,0,2,2,4,2,1,0,2,0,2,0,1,0,1,1,1,2,19,12,1,2,1,0,1,7,4,5,3,0,3,0,12,7,13,5
0dVc2vyRlt.txt,0,Annotator_1,bugFix,F,bugFix,F,163,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,0,0,1,0,1,1,1,1,23,7,2,0,0,0,23,10,6,0,9,0,0,0,13,5,4,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,5,0,0,0,0,3,0,2,2,1,0,0,0,8,4,2,1
0dVc2vyRlt.txt,0,Annotator_0,bugFix,F,bugFix,F,175,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,1,0,0,0,2,1,2,2,18,10,2,0,0,0,28,14,2,1,9,0,0,0,10,5,0,0,2,1,1,0,1,0,1,0,0,0,2,1,0,1,3,1,4,5,4,2,0,0,3,1,2,1,2,0,0,0,9,4,3,1
0dVc2vyRlt.txt,0,Annotator_2,bugFix,F,bugFix,F,231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,4,1,0,3,0,2,1,2,2,21,10,6,1,0,0,38,16,3,2,9,1,1,0,15,5,1,0,1,2,4,0,2,0,0,0,0,0,3,2,1,1,5,2,6,4,3,2,0,0,3,0,6,1,0,0,1,0,21,2,2,3
0jVhiUnO00.txt,0,Annotator_1,codeWrite,F,codeWrite,F,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,3,3,4,0,1,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,11,0,0,0,0,2,0,0,1,2,0,0,0,3,1,2,1
0jVhiUnO00.txt,0,Annotator_0,codeWrite,F,codeWrite,F,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,2,0,3,2,3,1,1,0,0,2,13,1,0,0,1,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,3,0,1,1,0,0,0,0,3,4,3,2
0jVhiUnO00.txt,0,Annotator_2,codeWrite,F,codeWrite,F,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,2,0,3,2,3,1,1,0,0,1,12,2,1,0,1,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,1,1,0,0,0,0,4,4,3,2
0ukelcEjyA.txt,0,Annotator_1,bugFix,S,bugFix,S,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,3,7,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,2,0,2,0,0,0,0,0,3,1,3,0
0ukelcEjyA.txt,0,Annotator_0,bugFix,S,bugFix,S,46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,6,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,2,0,2,0,0,0,0,0,3,1,3,0
0ukelcEjyA.txt,0,Annotator_2,bugFix,S,bugFix,S,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,2,8,0,0,2,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,3,0
0vaAICqxUi.txt,0,Annotator_1,bugFix,S,bugFix,S,79,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,2,2,1,1,0,3,1,1,0,0,0,7,3,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,10,6,0,0,2,0,2,0,1,3,0,0,0,0,1,1,6,4
0vaAICqxUi.txt,0,Annotator_0,bugFix,S,bugFix,S,88,0,0,0,0,0,0,0,1,0,0,1,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,2,1,2,3,1,0,0,0,9,7,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,2,7,5,0,0,2,0,2,0,1,4,0,0,0,0,2,0,4,4
0vaAICqxUi.txt,0,Annotator_2,bugFix,S,bugFix,S,94,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,2,1,4,4,1,0,0,0,11,8,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,3,9,5,0,0,2,0,2,0,1,4,0,0,0,0,1,1,6,4
1dK9nA1VpA.txt,0,Annotator_1,codeComprehension,S,codeComprehension,S,61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,7,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,2,1,4,0,0,0,0,3,2,2,3
1dK9nA1VpA.txt,0,Annotator_0,codeComprehension,S,codeComprehension,S,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,7,5,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,1,2,0,0,0,0,0,3,1,3,0,0,1,0,2,4,5,2
1dK9nA1VpA.txt,0,Annotator_2,codeComprehension,S,codeComprehension,S,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,4,3,1,0,0,0,7,5,0,1,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,2,2,0,0,0,0,0,2,1,4,0,0,1,0,1,3,3,3
2I1pDSUuKI.txt,0,Annotator_1,codeComprehension,F,codeComprehension,F,143,1,3,1,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,1,1,2,14,4,0,0,0,0,13,7,3,1,0,0,0,0,0,0,6,5,2,1,0,0,0,0,0,0,3,1,7,5,1,2,0,0,4,3,0,2,0,0,1,4,3,5,0,0,3,0,3,6,4,4
2I1pDSUuKI.txt,0,Annotator_0,codeComprehension,F,codeComprehension,F,201,2,2,1,0,0,6,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,2,1,4,1,3,3,8,7,4,0,0,0,21,12,2,2,3,3,0,0,3,2,2,2,6,3,0,0,0,0,0,0,0,2,4,6,6,2,0,2,7,6,0,0,0,0,1,6,4,6,0,0,3,1,4,2,7,15
2I1pDSUuKI.txt,0,Annotator_2,codeComprehension,F,codeComprehension,F,240,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,1,1,3,1,5,2,20,12,1,0,0,0,28,14,4,5,7,4,1,0,1,1,0,1,2,0,1,0,0,0,0,0,2,2,4,6,11,9,1,2,10,9,0,1,0,0,2,3,2,9,0,0,4,4,5,7,6,12
2csTeIEEHO.txt,0,Annotator_1,codeWrite,S,codeWrite,S,62,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,5,3,2,0,0,0,0,6,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,1,0,2,0,1,0,1,0,0,0,0,0,6,0
2csTeIEEHO.txt,0,Annotator_0,codeWrite,S,bugFix,S,63,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,4,1,2,0,0,0,0,7,6,0,1,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,5,0
2csTeIEEHO.txt,0,Annotator_2,codeWrite,S,codeWrite,S,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,2,0,0,1,0,4,4,0,2,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,4,0
2csTeIEEHO.txt,1,Annotator_1,bugFix,F,bugFix,F,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,1,1,2,0,0,0,5,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,0,0,0,0,0,0,3,3,0,0,0,0,0,1,5,3
2csTeIEEHO.txt,1,Annotator_0,bugFix,F,bugFix,F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
2csTeIEEHO.txt,1,Annotator_2,bugFix,F,bugFix,F,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2
